ID	post_title	post_name	age_range	hero_description	hero_image	locations_served	cta_link	prism_description	schedule_items	meta_title	meta_description
4417	Midway Campus, Alpharetta GA	midway-campus	4015 Discovery Dr	Alpharetta	GA	30004	770-664-1773	midway@chromaela.com	6:30am-6:30pm	34.1556591	-84.2448638	Talaya Hickson	1		https://api.leadconnectorhq.com/widget/booking/eBCQKlKCgf29jlX9k29e	4.8	https://chromaela.com/wp-content/uploads/2026/06/file_49-d8d52f31-4f54-410d-aae7-4bb12e2ab854-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_50-1c6e163e-e3a1-43bc-b4f1-4c4165be546a-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_51-56d1fe0d-ce59-4144-9bcd-cf9bdc8c70bc-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_52-c80a572a-240d-4ab7-aac9-d3f5e98f53fc-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_53-3c9a9db0-c723-44da-9446-6d5cb5a829f7-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_54-b17aba84-ccfe-49f7-a6b8-9fe0ef5aef8b-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_55-99ee686c-eff1-46b5-8839-62362662f495-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_56-abf7bf78-0528-499a-b817-926f21a5e502-1.jpg\nhttps://chromaela.com/wp-content/uploads/2026/06/file_57-9398560a-5cf5-4ed0-a001-26d56ee4c5ec-1.jpg	{"@context": "https://schema.org", "@type": "FAQPage", "mainEntity": [{"@type": "Question", "name": "What ages does Chroma Midway Campus serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway Campus in Alpharetta serves children from 6 weeks (infants) through 12 years (after-school programs), including toddler care, preschool, Pre-K Prep, GA Pre-K, and school-age programs."}}, {"@type": "Question", "name": "Does Chroma Midway offer GA Pre-K?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Midway Campus is a proud partner of the Georgia Lottery Pre-K Program, offering tuition-free Pre-K education for eligible 4-year-olds."}}, {"@type": "Question", "name": "What are the hours at Chroma Midway in Alpharetta?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway Campus is open Monday through Friday, 6:30 AM to 6:30 PM, serving families in Alpharetta, Milton, and Cumming, GA."}}, {"@type": "Question", "name": "Is food included at Chroma Midway?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Midway provides nutritious, child-friendly meals and snacks prepared fresh daily at no additional cost."}}, {"@type": "Question", "name": "Does Chroma Midway accept CAPS?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Midway Campus accepts CAPS (Childcare and Parent Services) to help eligible families with childcare costs."}}, {"@type": "Question", "name": "What schools does Chroma Midway provide pickup from?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway provides school pickup from Midway Elementary, Brandywine Elementary, Vickery Creek Elementary, Sawnee Elementary, and Poole's Mill Elementary."}}, {"@type": "Question", "name": "How do I schedule a tour of Chroma Midway?", "acceptedAnswer": {"@type": "Answer", "text": "You can schedule a tour by calling 770-664-1773, emailing midway@chromaela.com, or booking online through our website. Tours are available Mondayu2013Friday, 6:30 AMu20136:30 PM."}}, {"@type": "Question", "name": "What safety measures does Chroma Midway have?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway features keypad-controlled access, 24/7 video monitoring, smoke and carbon monoxide detectors, AEDs on-site, and regular emergency drills."}}, {"@type": "Question", "name": "What is the Google rating for Chroma Midway?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway Campus has a 4.8-star Google rating from families in Alpharetta, Milton, and Cumming, GA."}}, {"@type": "Question", "name": "Does Chroma Midway offer summer camp?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Midway offers seasonal camps with weekly themes, field trips, and hands-on STEM projects for children ages 5u201312 during summer, winter, and fall breaks."}}, {"@type": "Question", "name": "What neighborhoods does Chroma Midway serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway serves families from Wyndham Farms, Bethany Way, Francis Rd, Belle Isle, Oakview, and surrounding neighborhoods in Alpharetta, Milton, and Cumming."}}, {"@type": "Question", "name": "What curriculum does Chroma Midway use?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Midway uses the Prismpath curriculum u2014 a holistic, developmentally appropriate approach that blends structured learning with purposeful play, STEM exploration, and creative expression."}}, {"@type": "Question", "name": "Does Chroma Midway offer Parents Day Out?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Midway offers a flexible Parents Day Out program for children ages 3u20135, providing part-time care in a classroom setting."}}, {"@type": "Question", "name": "How much does daycare cost in Alpharetta?", "acceptedAnswer": {"@type": "Answer", "text": "Daycare costs in Alpharetta vary by age and program. Contact Chroma Midway at 770-664-1773 for current tuition rates and available enrollment specials."}}, {"@type": "Question", "name": "Is Chroma Midway licensed?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Midway Campus is GA DECAL Licensed and Quality Rated, meeting all state standards for early childhood education in Georgia."}}, {"@type": "Question", "name": "What is the best daycare near Milton, GA?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Early Learning Academy's Midway Campus is a top-rated daycare near Milton, GA, with a 4.8-star Google rating, serving infants through school-age children with a nurturing, STEM-enriched curriculum."}}]}
4419	North Hall Campus, Murrayville	north-hall-campus-murraysville	5760 Wade Whelchel Road	Murrayville	GA	30564	470-570-9802	northhall@chromaela.com	6:30am-6:30pm	34.4228388	-83.8835539	Melissa Leonard	1		https://api.leadconnectorhq.com/widget/booking/xKWofoDv0arqql9eWSEb	4.9	https://chromaela.com/wp-content/uploads/2025/11/DSC00596.webp	Which communities does Chroma North Hall serve?We serve families from Murraysville, North Hall, Gainesville, and nearby Hall County areas.
\nIs childcare available near North Hall schools?Yes, our campus is convenient for families near North Hall area schools and neighborhoods.
8641	Parklake Campus, Atlanta GA	parklake-campus	2309 Parklake Dr NE #250	Atlanta	GA	30345	470-672-7703	parklake@chromaela.com	6:45am-6:15pm	33.8491	-84.2710		1		https://api.leadconnectorhq.com/widget/booking/oBWiUT60u40kpCsAM0CE	4.8	https://chromaela.com/wp-content/uploads/2025/12/exterior-view-of-a-childcare-center-showcasing-safe-and-well-maintained-facilities-7b6032cf-b614-473a-a7c8-6aa927d38355.jpg	{"@context": "https://schema.org", "@type": "FAQPage", "mainEntity": [{"@type": "Question", "name": "What ages does Chroma Parklake serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Parklake Campus in Atlanta serves children from 6 weeks (infants) through 12 years (after-school programs), including toddler care, preschool, Pre-K Prep, GA Pre-K, and school-age enrichment."}}, {"@type": "Question", "name": "Does Chroma Parklake offer Georgia Pre-K?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Parklake is a proud partner of the Georgia Lottery Pre-K Program, offering tuition-free Pre-K education for eligible 4-year-olds."}}, {"@type": "Question", "name": "What are the hours at Chroma Parklake in Atlanta?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Parklake Campus is open Monday through Friday, 6:45 AM to 6:15 PM, providing flexible care options for working families in the Northlake and Tucker area."}}, {"@type": "Question", "name": "Is food included at Chroma Parklake?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Parklake provides nutritious, child-friendly meals and snacks prepared fresh daily at no additional cost."}}, {"@type": "Question", "name": "Does Chroma Parklake accept CAPS?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Parklake Campus accepts CAPS (Childcare and Parent Services) to help eligible families with childcare costs."}}, {"@type": "Question", "name": "Is Chroma Parklake the same as Parklake Academy?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Parklake Academy is now Chroma Early Learning Academy at Parklake. Same great location at 2309 Parklake Dr NE, same dedicated staff, now with the elevated Chroma curriculum and standards."}}, {"@type": "Question", "name": "How do I schedule a tour of Chroma Parklake?", "acceptedAnswer": {"@type": "Answer", "text": "You can schedule a tour by calling 770-696-5588, emailing parklake@chromaela.com, or booking online through our website. Tours are available Monday through Friday."}}, {"@type": "Question", "name": "What safety measures does Chroma Parklake have?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Parklake features keypad-controlled access, 24/7 video monitoring, smoke and carbon monoxide detectors, AEDs on-site, and regular emergency drills."}}, {"@type": "Question", "name": "What neighborhoods does Chroma Parklake serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Parklake serves families from Northlake, Tucker, Embry Hills, Henderson Mill, Pleasantdale, Briarcliff, Sagamore Hills, and throughout North Atlanta."}}, {"@type": "Question", "name": "Does Chroma Parklake offer summer camp?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Parklake offers seasonal camps with weekly themes, field trips, and hands-on STEM projects for children ages 5-12 during summer, winter, and fall breaks."}}, {"@type": "Question", "name": "Is Chroma Parklake licensed?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Parklake Campus is GA DECAL Licensed (CCLC-62442) and Quality Rated, meeting all state standards for early childhood education in Georgia."}}, {"@type": "Question", "name": "What curriculum does Chroma Parklake use?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Parklake uses the Prismpath curriculum — a holistic approach blending structured learning with purposeful play, STEM exploration, and creative expression."}}, {"@type": "Question", "name": "How much does daycare cost in Northlake, Atlanta?", "acceptedAnswer": {"@type": "Answer", "text": "Daycare costs in the Northlake area vary by age and program. Contact Chroma Parklake at 770-696-5588 for current tuition rates and available enrollment specials."}}]}
4415	Rivergreen Campus, Canton GA	rivergreen-campus	200 River Green Avenue	Canton	GA	30114	470-470-6807	rivergreen@chromaela.com	6:30am-6:30pm	34.2145313	-84.5262186	Meghan Mcneil	1		https://api.leadconnectorhq.com/widget/booking/rXhS111FzGCyP4wL6AxX	4.7	https://assets.cdn.filesafe.space/euN4JvLvKNYTYh4Xyh3p/media/68f1ec37ddbd5e5c7c2fb923.jpeg	{"@context": "https://schema.org", "@type": "FAQPage", "mainEntity": [{"@type": "Question", "name": "What ages does Chroma Rivergreen serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen Campus in Canton serves children from 6 weeks (infants) through 12 years (after-school programs), including toddler care, preschool, Pre-K Prep, GA Pre-K, and school-age enrichment."}}, {"@type": "Question", "name": "Does Chroma Rivergreen offer GA Pre-K?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Rivergreen is a proud partner of the Georgia Lottery Pre-K Program, offering tuition-free Pre-K education for eligible 4-year-olds."}}, {"@type": "Question", "name": "What are the hours at Chroma Rivergreen in Canton?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen Campus is open Monday through Friday, 6:30 AM to 6:30 PM, serving families in Canton, Woodstock, Holly Springs, and surrounding areas."}}, {"@type": "Question", "name": "Is food included at Chroma Rivergreen?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Rivergreen provides nutritious, child-friendly meals and snacks prepared fresh daily at no additional cost."}}, {"@type": "Question", "name": "Does Chroma Rivergreen accept CAPS?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Rivergreen Campus accepts CAPS (Childcare and Parent Services) to help eligible families with childcare costs."}}, {"@type": "Question", "name": "What schools does Chroma Rivergreen provide pickup from?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen provides school pickup from Hickory Flat Elementary, Sixes Elementary, Avery Elementary, Liberty Elementary, and J. Knox Elementary."}}, {"@type": "Question", "name": "How do I schedule a tour of Chroma Rivergreen?", "acceptedAnswer": {"@type": "Answer", "text": "You can schedule a tour by calling 470-470-6807, emailing rivergreen@chromaela.com, or booking online through our website. Tours are available Mondayu2013Friday."}}, {"@type": "Question", "name": "What safety measures does Chroma Rivergreen have?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen features keypad-controlled access, 24/7 video monitoring, smoke and carbon monoxide detectors, AEDs on-site, and regular emergency drills."}}, {"@type": "Question", "name": "What neighborhoods does Chroma Rivergreen serve?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen serves families from River Green, Towne Mill, Great Sky, Harmony on the Lakes, Bridgemill, Mountain Brook, Woodstock, and Holly Springs."}}, {"@type": "Question", "name": "Does Chroma Rivergreen offer summer camp?", "acceptedAnswer": {"@type": "Answer", "text": "Yes! Chroma Rivergreen offers seasonal camps with weekly themes, field trips, and hands-on STEM projects for children ages 5u201312 during summer, winter, and fall breaks."}}, {"@type": "Question", "name": "What curriculum does Chroma Rivergreen use?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Rivergreen uses the Prismpath curriculum u2014 a holistic approach blending structured learning with purposeful play, STEM exploration, and creative expression."}}, {"@type": "Question", "name": "Does Chroma Rivergreen offer Parents Day Out?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Rivergreen offers a flexible Parents Day Out program for children ages 3u20135, providing part-time care in a classroom setting."}}, {"@type": "Question", "name": "How much does daycare cost in Canton, GA?", "acceptedAnswer": {"@type": "Answer", "text": "Daycare costs in Canton vary by age and program. Contact Chroma Rivergreen at 470-470-6807 for current tuition rates and available enrollment specials."}}, {"@type": "Question", "name": "Is Chroma Rivergreen licensed?", "acceptedAnswer": {"@type": "Answer", "text": "Yes, Chroma Rivergreen Campus is GA DECAL Licensed and Quality Rated, meeting all state standards for early childhood education in Georgia."}}, {"@type": "Question", "name": "What is the best daycare near Bridgemill or Woodstock?", "acceptedAnswer": {"@type": "Answer", "text": "Chroma Early Learning Academy's Rivergreen Campus is a top-rated daycare near Bridgemill and Woodstock, GA, with a 4.7-star Google rating and a nurturing, STEM-enriched curriculum."}}]}
4409	Roswell Campus	roswell-campus	1255 Upper Hembree Rd	Roswell	GA	30076	470-684-6067	roswell@chromaela.com	6:30am-6:30pm	34.0668783	-84.3226899	Alisia Davis	1		https://api.leadconnectorhq.com/widget/booking/UiR6wCBt9bHaEqymFSYN	4.9	https://chromaela.com/wp-content/uploads/2025/11/DJI_0080.webp\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0110.webp\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0116.webp\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00797.webp	
4413	Satellite Blvd Campus, Duluth, GA	satellite-bvd-campus	3730 Satellite Blvd	Duluth	GA	30096	470-470-6389	satellite@chromaela.com	6:30am-6:30pm	33.9563258	-84.1381592	Dasia Martinez	1		https://api.leadconnectorhq.com/widget/booking/ukoSiUWI3SmpZmOdAqKk	4.8	https://chromaela.com/wp-content/uploads/2025/11/DJI_0488.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0499.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0493.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00554.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00503.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00545.webp	
4420	Shenandoah Campus, Newnan GA	newnan	40 Bledsoe Rd	Newnan	GA	30265	470-684-5914	newnan@chromaela.com	6:30am-6:30pm	33.39936	-84.750983				https://api.leadconnectorhq.com/widget/booking/Gh2zOnIVd1IBVglg6J5A	4.9	https://chromaela.com/wp-content/uploads/2026/06/file_46-b1720602-1d77-43ec-bfa6-7a981c43b512.jpg
\nhttps://chromaela.com/wp-content/uploads/2026/06/file_47-983b302d-619c-4ccc-819a-6b3e3e8453c3.jpg
\nhttps://chromaela.com/wp-content/uploads/2026/06/file_48-20c1b6cd-8eb0-43c4-8fe0-c46ac902bb3b.jpg
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00773.webp	What areas does Chroma Shenandoah Newnan serve?|We serve families in Newnan, Shenandoah, and surrounding Coweta County neighborhoods.
\nIs this a good preschool option in Newnan?|Yes, our program supports early learning and kindergarten readiness for Newnan families.
4416	South Cobb Campus, Austell	south-cobb-campus-austell	7225 Premier Lane	Austell	GA	30168	470-260-9541	southcobb@chromaela.com	6:30am-6:30pm	33.7778694	-84.5651223	Keishawn Meredeith	1		https://api.leadconnectorhq.com/widget/booking/XTJdgrBnFuTEdlUHVkm5	4.8	https://chromaela.com/wp-content/uploads/2025/11/DSC00632.webp	Which areas are served by Chroma Austell?|We serve families across Austell, South Cobb, Mableton, and surrounding West Cobb communities.
\nDoes this location offer preschool near South Cobb schools?|Yes, our preschool program supports families near local South Cobb elementary schools.
6782	Stockbridge Campus	chroma-early-learning-academy-stockbridge	300 Inverness Ave	McDonough	GA	30253	770-288-2422	stockbridge@chromaela.com	6:30am-6:30pm	33.5019030	-84.1839980			Georgia Pre-K Program Summer Camp Program Before &amp; After School Care STEM Enrichment Art &amp; Music Programs	https://api.leadconnectorhq.com/widget/booking/BMBXxtsWQzChtj6KX104			What ages does Chroma Stockbridge serve?|We care for children from 6 weeks to 12 years old, offering age-appropriate programs from infant care through school-age enrichment.
\nWhat are your operating hours?|Our Stockbridge campus is open Monday through Friday, 6:30am to 6:30pm, with flexible scheduling to accommodate working families.
\nWhat programs are available at the Stockbridge campus?|We offer infant care, toddler programs, preschool, Georgia Pre-K, before and after school care, and a fun-filled summer camp program.
6780	Sugarloaf Pkwy Campus	chroma-early-learning-academy-sugarloaf-pkwy	3155 Sugarloaf Pkwy	Lawrenceville	GA	30045	770-277-5353	sugarloaf@chromaela.com	6:30am-6:30pm	33.9211835	-84.0093449			Georgia Pre-K Program Summer Camp Program Before &amp; After School Care STEM Enrichment Art &amp; Music Programs	https://api.leadconnectorhq.com/widget/booking/NqFdIITIDzM9j0xaxZQw			What ages does Chroma Sugarloaf serve?|We welcome children from 6 weeks to 12 years old, offering programs for infants, toddlers, preschoolers, and school-age children.
\nWhat are your operating hours?|Our Sugarloaf campus is open Monday through Friday, 6:30am to 6:30pm, providing flexible scheduling for working families.
\nWhat programs are available at the Sugarloaf campus?|We offer infant care, toddler programs, preschool, Georgia Pre-K, before and after school care, and an exciting summer camp program.
4290	Tramore Campus	tramore-campus-austell	2081 Mesa Valley Way	Austell	GA	30106	470-800-7720	tramore@chromaela.com	6:30am-6:30pm	33.8540031509815	-84.61517444643513				https://api.leadconnectorhq.com/widget/booking/c1YRju3iSSjKS30ZU6SG	4.3	https://chromaela.com/wp-content/uploads/2025/12/20251024_172812.webp	
4287	Tyrone Campus	tyrone-campus	291 Jenkins Road	Tyrone		30290	470-450-1130		6:30am-6:30pm	33.4957283	-84.56748	Kimberly Craven	1		https://api.leadconnectorhq.com/widget/booking/zYzlgeGyekHDHA7krGXI	5.0	https://chromaela.com/wp-content/uploads/2025/11/DJI_0356.webp	What areas are served by Chroma Tyrone?|Our Tyrone campus serves families in Tyrone, Peachtree City, and Fayetteville.
\nIs this daycare convenient for Fayette County schools?|Yes, we are near Tyrone Elementary, Robert J. Burch Elementary, and Kedron Elementary.
4411	West Cobb Campus, Marietta	west-cobb-campus	2424 Powder Springs Rd SW	Marietta	GA	30064	470-928-5659	westcobb@chromaela.com	6:30am-6:30pm	33.8737104	-84.6265554	Sonia Atkins			https://api.leadconnectorhq.com/widget/booking/mM8ZYTz4ihytfH7fOuwn	4.9	https://chromaela.com/wp-content/uploads/2025/11/Gemini_Generated_Image_smfjxqsmfjxqsmfj.png
\nhttps://chromaela.com/wp-content/uploads/2025/12/Gemini_Generated_Image_s32gdqs32gdqs32g.png
\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0278.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DJI_0266.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00074.webp
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00089.webp 
\nhttps://chromaela.com/wp-content/uploads/2025/11/DSC00125.webp	
