"requirementId","phase","phaseSection","sourceLine","sourceType","requirement","evidenceScope","phaseStatus","currentEvidence","remainingProofOrAction","verificationState"
"P06-L0422","6","Section 8: Find a Campus","422","bullet","Availability status where known","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0423","6","Section 8: Find a Campus","423","bullet","Schedule-a-tour button","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0427","6","Section 9: Parent Proof","427","paragraph","Use verified parent testimonials and ratings.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0429","6","Section 9: Parent Proof","429","paragraph","Display:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0431","6","Section 9: Parent Proof","431","bullet","Parent first name and last initial, when permitted","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0432","6","Section 9: Parent Proof","432","bullet","Campus name","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0433","6","Section 9: Parent Proof","433","bullet","Source","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0434","6","Section 9: Parent Proof","434","bullet","Date or recency","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0435","6","Section 9: Parent Proof","435","bullet","Verified star rating","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0436","6","Section 9: Parent Proof","436","bullet","Total review count","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0438","6","Section 9: Parent Proof","438","paragraph","Do not use unattributed reviews.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0442","6","Section 10: Chroma Early Start","442","paragraph","Present Chroma Early Start as an optional developmental-support resource without creating confusion about whether therapy is automatically included in tuition.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0444","6","Section 10: Chroma Early Start","444","paragraph","Clarify:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0446","6","Section 10: Chroma Early Start","446","bullet","Services provided","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0447","6","Section 10: Chroma Early Start","447","bullet","Ages served","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0448","6","Section 10: Chroma Early Start","448","bullet","Locations or service areas","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0449","6","Section 10: Chroma Early Start","449","bullet","Insurance or evaluation process","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0450","6","Section 10: Chroma Early Start","450","bullet","How parents inquire","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0454","6","Section 11: FAQ","454","paragraph","Limit the homepage to approximately 6–10 high-conversion questions.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0456","6","Section 11: FAQ","456","paragraph","Suggested homepage FAQs:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0458","6","Section 11: FAQ","458","bullet","What ages does Chroma serve?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0459","6","Section 11: FAQ","459","bullet","How do I schedule a tour?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0460","6","Section 11: FAQ","460","bullet","How much is tuition?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0461","6","Section 11: FAQ","461","bullet","Does Chroma accept CAPS?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0462","6","Section 11: FAQ","462","bullet","Does Chroma offer GA Pre-K?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0463","6","Section 11: FAQ","463","bullet","What is PrismPath?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0464","6","Section 11: FAQ","464","bullet","What is Curriculum Studio?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0465","6","Section 11: FAQ","465","bullet","How does Chroma communicate with families?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0466","6","Section 11: FAQ","466","bullet","What safety practices are in place?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0467","6","Section 11: FAQ","467","bullet","How do I find the closest campus?","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0469","6","Section 11: FAQ","469","paragraph","Move detailed policy questions to a dedicated family FAQ or Parents page.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0473","6","Section 12: Final CTA","473","paragraph","Use a clear closing CTA:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0475","6","Section 12: Final CTA","475","paragraph","“Find the Chroma campus that feels right for your family.”","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0477","6","Section 12: Final CTA","477","paragraph","Buttons:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0479","6","Section 12: Final CTA","479","bullet","Find a Campus","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P06-L0480","6","Section 12: Final CTA","480","bullet","Schedule a Tour","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Home route passed desktop/tablet/mobile and interactions","Analytics/trust sources","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0484","7","Strengthen Curriculum and PrismPath Pages","484","paragraph","Make the curriculum page one of the strongest childcare curriculum pages in Georgia.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0486","7","Strengthen Curriculum and PrismPath Pages","486","paragraph","The page should include:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0488","7","Strengthen Curriculum and PrismPath Pages","488","numbered","Chroma’s curriculum philosophy","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0489","7","Strengthen Curriculum and PrismPath Pages","489","numbered","The five PrismPath developmental pillars","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0490","7","Strengthen Curriculum and PrismPath Pages","490","numbered","The connected learning continuum","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0491","7","Strengthen Curriculum and PrismPath Pages","491","numbered","Developmental progression by age","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0492","7","Strengthen Curriculum and PrismPath Pages","492","numbered","Curriculum Studio","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0493","7","Strengthen Curriculum and PrismPath Pages","493","numbered","Teacher coaching and classroom support","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0494","7","Strengthen Curriculum and PrismPath Pages","494","numbered","Observation and assessment","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0495","7","Strengthen Curriculum and PrismPath Pages","495","numbered","Family input and communication","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0496","7","Strengthen Curriculum and PrismPath Pages","496","numbered","School-readiness outcomes","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0497","7","Strengthen Curriculum and PrismPath Pages","497","numbered","Examples of classroom learning","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0498","7","Strengthen Curriculum and PrismPath Pages","498","numbered","Frequently asked curriculum questions","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0499","7","Strengthen Curriculum and PrismPath Pages","499","numbered","Schedule-a-tour CTA","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0501","7","Strengthen Curriculum and PrismPath Pages","501","paragraph","Avoid unsupported claims about guaranteed outcomes.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0503","7","Strengthen Curriculum and PrismPath Pages","503","paragraph","Clearly distinguish:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0505","7","Strengthen Curriculum and PrismPath Pages","505","bullet","Exposure","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0506","7","Strengthen Curriculum and PrismPath Pages","506","bullet","Practice","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0507","7","Strengthen Curriculum and PrismPath Pages","507","bullet","Skill-building","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0508","7","Strengthen Curriculum and PrismPath Pages","508","bullet","Mastery","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0510","7","Strengthen Curriculum and PrismPath Pages","510","paragraph","Explain that curriculum remains developmentally appropriate at every age.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0512","7","Strengthen Curriculum and PrismPath Pages","512","paragraph","Use real examples across age groups, such as:","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0514","7","Strengthen Curriculum and PrismPath Pages","514","bullet","Language and literacy","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0515","7","Strengthen Curriculum and PrismPath Pages","515","bullet","Numbers and mathematical thinking","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0516","7","Strengthen Curriculum and PrismPath Pages","516","bullet","Science and inquiry","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0517","7","Strengthen Curriculum and PrismPath Pages","517","bullet","Social-emotional learning","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0518","7","Strengthen Curriculum and PrismPath Pages","518","bullet","Creative expression","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0519","7","Strengthen Curriculum and PrismPath Pages","519","bullet","Fine- and gross-motor development","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P07-L0521","7","Strengthen Curriculum and PrismPath Pages","521","paragraph","Show how the same broad concepts evolve in complexity.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","Curriculum route and program slider passed QA","Curriculum-owner approval","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0525","8","Improve Every Program Page","525","paragraph","Each program page must have unique, age-appropriate content.","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0527","8","Improve Every Program Page","527","paragraph","Required structure:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0529","8","Improve Every Program Page","529","bullet","Clear page title","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0530","8","Improve Every Program Page","530","bullet","Age range","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0531","8","Improve Every Program Page","531","bullet","Brief parent-centered introduction","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0532","8","Improve Every Program Page","532","bullet","What children experience","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0533","8","Improve Every Program Page","533","bullet","Developmental priorities","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0534","8","Improve Every Program Page","534","bullet","Example daily rhythm","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0535","8","Improve Every Program Page","535","bullet","PrismPath at this stage","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0536","8","Improve Every Program Page","536","bullet","Teacher and family partnership","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0537","8","Improve Every Program Page","537","bullet","Classroom environment","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0538","8","Improve Every Program Page","538","bullet","Meals and rest, where applicable","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0539","8","Improve Every Program Page","539","bullet","Safety and supervision","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0540","8","Improve Every Program Page","540","bullet","Transition to the next stage","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0541","8","Improve Every Program Page","541","bullet","Campus availability","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0542","8","Improve Every Program Page","542","bullet","Parent FAQs","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0543","8","Improve Every Program Page","543","bullet","Schedule-a-tour CTA","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0545","8","Improve Every Program Page","545","paragraph","Do not reuse nearly identical text across programs.","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0547","8","Improve Every Program Page","547","paragraph","Make the writing developmentally accurate.","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0549","8","Improve Every Program Page","549","paragraph","For Infant Care, emphasize:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0551","8","Improve Every Program Page","551","bullet","Secure relationships","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0552","8","Improve Every Program Page","552","bullet","Responsive caregiving","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0553","8","Improve Every Program Page","553","bullet","Sensory exploration","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0554","8","Improve Every Program Page","554","bullet","Language exposure","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0555","8","Improve Every Program Page","555","bullet","Safe movement","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0556","8","Improve Every Program Page","556","bullet","Individual feeding and rest routines","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0557","8","Improve Every Program Page","557","bullet","Family communication","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0559","8","Improve Every Program Page","559","paragraph","For Toddlers, emphasize:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0561","8","Improve Every Program Page","561","bullet","Independence","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0562","8","Improve Every Program Page","562","bullet","Language growth","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0563","8","Improve Every Program Page","563","bullet","Movement","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0564","8","Improve Every Program Page","564","bullet","Routines","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0565","8","Improve Every Program Page","565","bullet","Early peer interaction","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0566","8","Improve Every Program Page","566","bullet","Emotional regulation","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0567","8","Improve Every Program Page","567","bullet","Hands-on exploration","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0569","8","Improve Every Program Page","569","paragraph","For Preschool and Pre-K Prep, emphasize:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0571","8","Improve Every Program Page","571","bullet","Inquiry","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0572","8","Improve Every Program Page","572","bullet","Communication","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0573","8","Improve Every Program Page","573","bullet","Early literacy","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0574","8","Improve Every Program Page","574","bullet","Mathematical thinking","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0575","8","Improve Every Program Page","575","bullet","Cooperative play","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0576","8","Improve Every Program Page","576","bullet","Problem solving","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0577","8","Improve Every Program Page","577","bullet","Self-regulation","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0578","8","Improve Every Program Page","578","bullet","Kindergarten readiness","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0580","8","Improve Every Program Page","580","paragraph","For GA Pre-K, accurately explain:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0582","8","Improve Every Program Page","582","bullet","State-funded program","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0583","8","Improve Every Program Page","583","bullet","Eligibility","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0584","8","Improve Every Program Page","584","bullet","Lottery or application process","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0585","8","Improve Every Program Page","585","bullet","Schedule","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
